,path,ASN_exists,ASN_wavfile,D,DSN_exists,DSN_wavfile,Eseismic,Fs,R,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,checked,corrected_ASN_mseed,corrected_DSN_mseed,day,delete,e,elev,energy,filetime,h,hour,ignore,index,kurtosis,l,lat,level_0,lon,magA,magE,medianF,minute,month,class,noise_level,num_gaps,num_traces,peakA,peakF,peakamp,peaktime,percent_availability,quality,r,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,split,subclass,t,length,weight,year,f0,f1
69,miniseed_c/MVOE_/2000/02/2000-02-02-1338-49S.MVO___019.mseed,False,,0.0,True,2000-02-02-1338-49S.MVO___019,28873.4971283,75.0,0.0,-0.397964625398,-1.88742861719,3.7,0.6,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-02-1338-49S.MVO___019.mseed,2.0,False,0.0,270.0,4.62165469393e-11,2000-02-02T13:38:49.040000Z,0.0,13.0,False,175,2.405,0.0,16.7225,1071,-62.2098611111,0.696360186673,-0.729320078608,7.8,38.0,2.0,r,2.58553931883e-06,0.0,10.0,4.23155604719e-07,2.1,4.85242081312e-06,17.31,100.0,13.76,100.0,-6.43980707866e-07,4.83904365516e-06,4.41868444573e-09,1.05138624792e-08,-4.65888251688e-06,1.12862275272e-06,1.12857944467e-06,6.41455394274e-07,49.04,02-1338-49L.S200002,4.85242081312e-06,-0.015,2.11249193328,False,e,0.0,,8.0,2000.0,,
70,miniseed_c/MVOE_/2000/02/2000-02-03-0552-45S.MVO___019.mseed,False,,0.0,True,2000-02-03-0552-45S.MVO___019,7809.23735532,75.0,0.0,-0.278042554021,-1.65081110483,3.95,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-03-0552-45S.MVO___019.mseed,3.0,False,30.0,270.0,1.24620662822e-11,2000-02-03T05:52:45.040000Z,0.0,5.0,False,223,1.07,0.0,16.7225,1119,-62.2098611111,0.355311900385,-1.11432749512,6.0,52.0,2.0,r,1.31965567047e-06,0.0,10.0,2.25364270256e-07,0.9,2.42506696727e-06,16.985,100.0,19.31,70.0,-3.4464835477e-07,2.33331704947e-06,-5.06026489334e-09,5.64978094814e-09,-2.35153293881e-06,5.88290050798e-07,5.88218594198e-07,3.79133225098e-07,45.04,03-0552-45L.S200002,2.42506696727e-06,-0.01,1.77166471591,False,e,0.0,,7.0,2000.0,,
71,miniseed_c/MVOE_/2000/02/2000-02-04-1617-33S.MVO___019.mseed,False,,0.0,True,2000-02-04-1617-33S.MVO___019,6238.78607816,75.0,0.0,-0.291557794597,-1.8069528257,3.65,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-04-1617-33S.MVO___019.mseed,4.0,False,0.0,270.0,1.47752196794e-11,2000-02-04T16:17:33.040000Z,0.0,16.0,False,332,0.73,0.0,16.7225,1228,-62.2098611111,0.270227762628,-1.17210125074,7.85,17.0,2.0,r,1.11848711315e-06,0.0,10.0,2.08477905194e-07,1.2,1.93687212089e-06,14.74,100.0,15.26,100.0,-3.48212774077e-07,1.91584670821e-06,-3.76747655481e-09,3.88631699169e-09,-1.83469276433e-06,5.60570157068e-07,5.60554988777e-07,3.64548105997e-07,33.04,04-1617-33L.S200002,1.93687212089e-06,-0.015,2.03750258892,False,r,0.0,,3.0,2000.0,,
72,miniseed_c/MVOE_/2000/02/2000-02-04-2247-25S.MVO___019.mseed,False,,0.0,True,2000-02-04-2247-25S.MVO___019,9199.61240028,75.0,0.0,-0.43754366755,-1.86097640854,2.6,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-04-2247-25S.MVO___019.mseed,4.0,False,45.0,253.0,1.37555910462e-11,2000-02-04T22:47:25.040000Z,0.0,22.0,False,346,0.37,0.0,16.7225,1242,-62.2147222222,0.280693434138,-1.06014986982,7.45,47.0,2.0,r,9.65966303851e-07,0.0,10.0,2.00041467048e-07,0.9,2.09143171568e-06,16.975,100.0,15.44,55.0,-3.38416123462e-07,2.09143171568e-06,-1.63722195615e-09,2.24305124865e-09,-1.91113224601e-06,4.95552513386e-07,4.95395672988e-07,3.26923706753e-07,25.04,04-2247-25L.S200002,2.09143171568e-06,0.065,2.0650281881,False,e,0.0,,7.0,2000.0,,
73,miniseed_c/MVOE_/2000/02/2000-02-04-2324-34S.MVO___019.mseed,False,,0.0,True,2000-02-04-2324-34S.MVO___019,13676.3392064,75.0,0.0,-0.0934123198332,-1.77167812012,3.95,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-04-2324-34S.MVO___019.mseed,4.0,False,49.0,253.0,2.51055823304e-11,2000-02-04T23:24:34.040000Z,0.0,23.0,False,355,0.48,0.0,16.7188888888,1251,-62.2147222222,0.339404936563,-0.950527198752,6.05,24.0,2.0,r,1.31365006676e-06,0.0,10.0,2.52826847757e-07,2.1,2.57921829126e-06,12.385,100.0,13.64,50.0,-4.22382814794e-07,2.51131678606e-06,-6.41094546769e-09,-8.11803513269e-09,-2.48903295477e-06,6.69046702673e-07,6.69028786796e-07,4.10232085353e-07,34.04,04-2324-34L.S200002,2.57921829126e-06,-0.01,2.08565718817,False,e,0.0,,7.0,2000.0,,
74,miniseed_c/MVOE_/2000/02/2000-02-04-2351-44S.MVO___019.mseed,False,,0.0,True,2000-02-04-2351-44S.MVO___019,5950.11356725,75.0,0.0,-0.617250741005,-2.11831924486,3.4,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-04-2351-44S.MVO___019.mseed,4.0,False,40.0,270.0,9.3300702185e-12,2000-02-04T23:51:44.040000Z,0.0,23.0,False,359,0.365,0.0,16.7225,1255,-62.2098611111,0.292133499547,-1.18382388732,6.4,51.0,2.0,r,1.23324938719e-06,0.0,10.0,2.37016272106e-07,1.2,2.25153317691e-06,13.955,100.0,12.22,60.0,-3.94503318918e-07,1.96394543519e-06,-4.62959346439e-09,7.03164424005e-11,-2.25153317691e-06,5.99038580746e-07,5.989337955e-07,3.94107079801e-07,44.04,04-2351-44L.S200002,2.25153317691e-06,0.05,1.70714631794,False,e,0.0,,6.0,2000.0,,
75,miniseed_c/MVOE_/2000/02/2000-02-05-0219-29S.MVO___019.mseed,False,,0.0,True,2000-02-05-0219-29S.MVO___019,19051.8893024,75.0,0.0,0.364138516765,-1.31652397068,5.55,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-05-0219-29S.MVO___019.mseed,5.0,False,49.0,253.0,3.40360240162e-11,2000-02-05T02:19:29.040000Z,0.0,2.0,False,364,1.205,0.0,16.7188888888,1260,-62.2147222222,0.444868132518,-0.846797847062,6.2,19.0,2.0,r,1.37640309723e-06,0.0,10.0,2.17981672916e-07,0.8,3.71501108023e-06,29.235,100.0,12.4,50.0,-3.97173253271e-07,2.74374488958e-06,-2.86784253395e-09,-7.31588867448e-10,-3.24942224499e-06,6.591183478e-07,6.59063267445e-07,3.97671521261e-07,29.04,05-0219-29L.S200002,3.71501108023e-06,-0.025,2.58731985558,False,e,0.0,,6.0,2000.0,,
76,miniseed_c/MVOE_/2000/02/2000-02-06-1800-35S.MVO___019.mseed,False,,0.0,True,2000-02-06-1800-35S.MVO___019,61820.3304381,75.0,0.0,0.0300880774907,-1.81689703185,4.4,1.9,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-06-1800-35S.MVO___019.mseed,6.0,False,49.0,253.0,1.11622129271e-10,2000-02-06T18:00:35.040000Z,0.0,18.0,False,496,2.545,0.0,16.7188888888,1392,-62.2147222222,0.669617283395,-0.50720897896,7.15,0.0,2.0,r,1.85049859747e-06,0.0,10.0,2.4436261711e-07,2.9,5.90556304962e-06,31.805,100.0,12.915,50.0,-4.426584651e-07,4.39882837421e-06,-1.67635650184e-09,-1.04354912462e-09,-5.59978782187e-06,9.59230051953e-07,9.59225091604e-07,4.5229955368e-07,35.04,06-1800-35L.S200002,5.90556304962e-06,-0.065,2.55022488196,False,e,0.0,,7.0,2000.0,,
77,miniseed_c/MVOE_/2000/02/2000-02-13-1738-39S.MVO___019.mseed,False,,0.0,True,2000-02-13-1738-39S.MVO___019,27434.4875332,75.0,0.0,-0.461496738137,-2.31722927498,4.7,0.85,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-13-1738-39S.MVO___019.mseed,13.0,False,0.0,253.0,6.2721564932e-11,2000-02-13T17:38:39.040000Z,0.0,17.0,False,995,2.65,0.0,16.7188888888,1891,-62.2147222222,0.602568186989,-0.762400366102,6.15,38.0,2.0,r,2.02679376384e-06,0.0,10.0,4.07256816128e-07,3.1,5.3911422989e-06,21.18,100.0,11.225,100.0,-5.69396580874e-07,5.32381795997e-06,3.24521287266e-09,-6.15313215238e-09,-4.93951855285e-06,1.0582409976e-06,1.05810033436e-06,5.27851155494e-07,39.04,13-1738-39L.S200002,5.3911422989e-06,0.04,2.57261419703,False,e,0.0,,1.0,2000.0,,
78,miniseed_c/MVOE_/2000/02/2000-02-13-2112-34S.MVO___019.mseed,False,,0.0,True,2000-02-13-2112-34S.MVO___019,8391.64693437,75.0,0.0,-0.303106449756,-1.76977120994,2.6,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-13-2112-34S.MVO___019.mseed,13.0,False,0.0,270.0,1.35021156076e-11,2000-02-13T21:12:34.040000Z,0.0,21.0,False,1003,0.475,0.0,16.7283333333,1899,-62.2098611111,0.30602345893,-1.08618458556,6.6,12.0,2.0,r,1.16008650642e-06,0.0,10.0,3.14535144663e-07,0.8,2.07774538345e-06,15.88,100.0,14.85,100.0,-4.3316243118e-07,2.04160755166e-06,4.89332594657e-09,-6.13517811437e-09,-2.04740720739e-06,6.20820862728e-07,6.20643365304e-07,4.25228459491e-07,34.04,13-2112-34L.S200002,2.07774538345e-06,0.035,2.02498622128,False,r,0.0,,1.0,2000.0,,
79,miniseed_c/MVOE_/2000/02/2000-02-15-1513-10S.MVO___019.mseed,False,,0.0,True,2000-02-15-1513-10S.MVO___019,67676.216368,75.0,0.0,-0.24977350798,-2.02790631704,4.15,1.3,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-15-1513-10S.MVO___019.mseed,15.0,False,0.0,253.0,1.21322191574e-10,2000-02-15T15:13:10.040000Z,0.0,15.0,False,1105,1.87,0.0,16.7188888888,2001,-62.2147222222,0.716134332691,-0.492738522736,6.75,13.0,2.0,r,2.99546581606e-06,0.0,10.0,5.45684528266e-07,2.7,6.40327664211e-06,28.2,100.0,12.19,70.0,-6.58403527642e-07,6.29887197847e-06,4.1770654965e-09,9.95700756847e-09,-6.30531592165e-06,1.36455350771e-06,1.3645391247e-06,7.02278941002e-07,10.04,15-1513-10L.S200002,6.40327664211e-06,-0.055,2.13461231566,False,e,0.0,,9.0,2000.0,,
80,miniseed_c/MVOE_/2000/02/2000-02-23-1207-29S.MVO___019.mseed,False,,0.0,True,2000-02-23-1207-29S.MVO___019,13858.2152321,75.0,0.0,0.339486128922,-1.40095681006,3.9,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/02/2000-02-23-1207-29S.MVO___019.mseed,23.0,False,0.0,253.0,2.46628014042e-11,2000-02-23T12:07:29.040000Z,0.0,12.0,False,1378,0.135,0.0,16.7283333333,2261,-62.2147222222,0.27122483612,-0.939028522165,5.85,7.0,2.0,r,1.21943966899e-06,0.0,10.0,2.27818088181e-07,0.7,2.21186412785e-06,20.235,100.0,11.135,60.0,-4.09431254603e-07,2.1376276839e-06,3.60308660258e-09,5.07778286306e-09,-2.21186412785e-06,6.06110356418e-07,6.06020460835e-07,4.09732277566e-07,29.04,23-1207-29L.S200002,2.21186412785e-06,0.0,1.89562438215,False,e,0.0,,1.0,2000.0,,
81,miniseed_c/MVOE_/2000/03/2000-03-03-1951-39S.MVO___019.mseed,False,,0.0,True,2000-03-03-1951-39S.MVO___019,11154.4394424,75.0,0.0,0.378446873003,-1.07226247233,1.9,0.3,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-03-1951-39S.MVO___019.mseed,3.0,False,0.0,253.0,2.573021293e-11,2000-03-03T19:51:39.040000Z,0.0,19.0,False,159,0.645,0.0,16.7188888888,2769,-62.2147222222,0.0976869709661,-1.00184249349,6.35,51.0,3.0,r,6.6669604785e-07,0.0,10.0,9.7327794604e-08,0.8,1.73422922189e-06,59.245,100.0,11.37,70.0,-2.25394433714e-07,1.58796216919e-06,-1.57667376815e-09,3.8794932243e-10,-1.71557444423e-06,3.63185277789e-07,3.63181854415e-07,2.2350273549e-07,39.04,03-1951-39L.S200003,1.73422922189e-06,0.005,2.69379770745,False,r,0.0,,5.0,2000.0,,
82,miniseed_c/MVOE_/2000/03/2000-03-04-0257-35S.MVO___019.mseed,False,,0.0,True,2000-03-04-0257-35S.MVO___019,29684.3562861,75.0,0.0,0.11516016091,-1.64705235221,4.6,0.4,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-04-0257-35S.MVO___019.mseed,4.0,False,0.0,253.0,6.6083102082e-11,2000-03-04T02:57:35.040000Z,0.0,2.0,False,198,3.21,0.0,16.7188888888,2808,-62.2147222222,0.529778099295,-0.720721262489,6.15,57.0,3.0,r,1.37105078134e-06,0.0,10.0,1.72898152838e-07,3.05,4.09885507869e-06,25.12,100.0,11.47,50.0,-3.48263652153e-07,3.9374065398e-06,3.39208455635e-10,-4.7739831858e-10,-4.09885507869e-06,6.70462562355e-07,6.70451794279e-07,3.5757028433e-07,35.04,04-0257-35L.S200003,4.09885507869e-06,-0.03,3.00415616915,False,r,0.0,,2.0,2000.0,,
83,miniseed_c/MVOE_/2000/03/2000-03-04-0516-15S.MVO___019.mseed,False,,0.0,True,2000-03-04-0516-15S.MVO___019,1743.76970144,75.0,0.0,0.249384176755,-1.10529164994,2.1,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-04-0516-15S.MVO___019.mseed,4.0,False,0.0,270.0,3.96804502884e-12,2000-03-04T05:16:15.040000Z,0.0,5.0,False,202,0.14,0.0,16.7225,2812,-62.2098611111,0.0347337767811,-1.5393914006,7.05,16.0,3.0,r,7.78649981206e-07,0.0,10.0,1.48639401274e-07,0.8,1.32113027477e-06,12.93,100.0,12.09,100.0,-2.49759050114e-07,1.28164959039e-06,9.969121094e-10,6.63982209426e-09,-1.28848593515e-06,3.90651880571e-07,3.90584577304e-07,2.73545664357e-07,15.04,04-0516-15L.S200003,1.32113027477e-06,0.025,1.76248992229,False,r,0.0,,3.0,2000.0,,
84,miniseed_c/MVOE_/2000/03/2000-03-05-1008-44S.MVO___019.mseed,False,,0.0,True,2000-03-05-1008-44S.MVO___019,14372.3294429,75.0,0.0,0.19209378772,-1.59393484864,5.2,0.4,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-05-1008-44S.MVO___019.mseed,5.0,False,0.0,253.0,2.71835170748e-11,2000-03-05T10:08:44.040000Z,0.0,10.0,False,322,1.225,0.0,16.7188888888,2932,-62.2147222222,0.463578997276,-0.930047963419,6.15,8.0,3.0,r,1.38382908835e-06,0.0,10.0,2.37584011672e-07,3.35,3.1518743064e-06,18.9,100.0,14.785,100.0,-3.68903764859e-07,3.04268752781e-06,-9.71649713668e-10,-4.9350579669e-10,-3.03528094688e-06,7.16062142962e-07,7.15589985806e-07,4.02084719899e-07,44.04,05-1008-44L.S200003,3.1518743064e-06,0.015,2.1767993125,False,r,0.0,,3.0,2000.0,,
85,miniseed_c/MVOE_/2000/03/2000-03-07-1033-48S.MVO___019.mseed,False,,0.0,True,2000-03-07-1033-48S.MVO___019,765.559548276,75.0,0.0,0.718673822412,-0.923066721556,3.65,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-07-1033-48S.MVO___019.mseed,7.0,False,0.0,350.0,2.31247498642e-12,2000-03-07T10:33:48.040000Z,0.0,10.0,False,521,0.22,0.0,16.7283333333,3131,-62.205,-0.21668500836,-1.78133168829,7.3,33.0,3.0,r,5.20459395446e-07,0.0,10.0,1.01084761496e-07,1.95,9.31852053035e-07,15.93,100.0,21.51,100.0,-1.79982777584e-07,8.89222835738e-07,1.61032367809e-09,-9.89587849233e-10,-8.98571818955e-07,2.57745190927e-07,2.57738496307e-07,1.7866011416e-07,48.04,07-1033-48L.S200003,9.31852053035e-07,-0.02,1.80126058166,False,r,0.0,,9.0,2000.0,,
86,miniseed_c/MVOE_/2000/03/2000-03-07-1200-21S.MVO___019.mseed,False,,0.0,True,2000-03-07-1200-21S.MVO___019,8179.8895649,75.0,0.0,0.26456089199,-1.53051134748,5.0,0.55,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-07-1200-21S.MVO___019.mseed,7.0,False,0.0,253.0,1.68347726078e-11,2000-03-07T12:00:21.040000Z,0.0,12.0,False,528,3.81,0.0,16.7188888888,3138,-62.2147222222,0.312435042329,-1.10987176783,6.1,0.0,3.0,r,9.08771793522e-07,0.0,10.0,1.37480654552e-07,3.15,2.71609948035e-06,23.745,100.0,15.46,100.0,-1.96676502882e-07,2.56128708089e-06,-9.849567976e-12,3.02495048981e-10,-2.45408975192e-06,4.08104113803e-07,4.08078889194e-07,1.94524826083e-07,21.04,07-1200-21L.S200003,2.71609948035e-06,-0.02,3.11707666256,False,r,0.0,,3.0,2000.0,,
87,miniseed_c/MVOE_/2000/03/2000-03-07-1503-34S.MVO___019.mseed,False,,0.0,True,2000-03-07-1503-34S.MVO___019,321380.691079,75.0,0.0,-0.333778474657,-1.78197933567,3.7,1.35,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-07-1503-34S.MVO___019.mseed,7.0,False,0.0,253.0,7.13571825507e-10,2000-03-07T15:03:34.040000Z,0.0,15.0,False,546,8.95,0.0,16.7188888888,3156,-62.2147222222,1.01366376029,-0.0309081894942,5.55,3.0,3.0,r,4.25108574637e-06,0.0,10.0,4.56053779817e-07,2.55,1.48372742512e-05,27.355,100.0,11.745,65.0,-4.12981459092e-07,1.48356090187e-05,1.84541565645e-10,-3.17079467828e-10,-1.40000876936e-05,1.89360742962e-06,1.89360616967e-06,4.15552983468e-07,34.04,07-1503-34L.S200003,1.48372742512e-05,0.065,3.6927340903,False,e,0.0,,7.0,2000.0,,
88,miniseed_c/MVOE_/2000/03/2000-03-08-0226-00S.MVO___019.mseed,False,,0.0,True,2000-03-08-0226-00S.MVO___019,9667.61049806,75.0,0.0,0.319612333345,-1.17725740468,1.8,0.2,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-08-0226-00S.MVO___019.mseed,8.0,False,0.0,270.0,2.204762145e-11,2000-03-08T02:26:00.040000Z,0.0,2.0,False,618,0.88,0.0,16.7225,3228,-62.2098611111,0.113947696759,-1.05071864189,6.2,26.0,3.0,r,6.04827958989e-07,0.0,10.0,9.7293210259e-08,0.7,1.68772318476e-06,32.49,100.0,15.07,100.0,-2.28534976862e-07,1.37898753018e-06,-6.36914904447e-10,-1.27173261328e-09,-1.68772318476e-06,3.52933187364e-07,3.52912627786e-07,2.3406196593e-07,0.04,08-0226-00L.S200003,1.68772318476e-06,-0.045,2.9296620316,False,r,0.0,,8.0,2000.0,,
89,miniseed_c/MVOE_/2000/03/2000-03-14-0453-08S.MVO___019.mseed,False,,0.0,True,2000-03-14-0453-08S.MVO___019,4368.57242151,75.0,0.0,0.768500410134,-0.543103255319,1.8,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-14-0453-08S.MVO___019.mseed,14.0,False,0.0,270.0,8.48023441574e-12,2000-03-14T04:53:08.040000Z,0.0,4.0,False,858,2.305,0.0,16.7225,3468,-62.2098611111,0.390249715009,-1.28299454114,9.45,53.0,3.0,r,1.29599172894e-06,0.0,10.0,2.51411293867e-07,0.6,2.7381782607e-06,12.415,100.0,14.75,75.0,-3.80212474452e-07,2.63779148258e-06,5.90942814502e-09,6.33316262498e-09,-2.58856012321e-06,6.06964996385e-07,6.06831557049e-07,3.69934345343e-07,8.04,14-0453-08L.S200003,2.7381782607e-06,0.05,2.36195056721,False,r,0.0,,3.0,2000.0,,
90,miniseed_c/MVOE_/2000/03/2000-03-16-0642-33S.MVO___019.mseed,False,,0.0,True,2000-03-16-0642-33S.MVO___019,9849.9477141,75.0,0.0,-1.28181203507,-1.93141073885,2.25,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-16-0642-33S.MVO___019.mseed,16.0,False,0.0,270.0,2.3766978457e-11,2000-03-16T06:42:33.040000Z,0.0,6.0,False,950,0.91,0.0,16.7225,3560,-62.2098611111,0.398562566514,-1.03981323076,6.6,42.0,3.0,r,1.81766967338e-06,0.0,10.0,3.67935040192e-07,1.2,3.28709205359e-06,14.205,100.0,20.58,100.0,-4.45953851956e-07,3.18747289805e-06,-7.0147195541e-10,-5.36468060788e-09,-3.22401111776e-06,8.60697713638e-07,8.60644816692e-07,4.87918480826e-07,33.04,16-0642-33L.S200003,3.28709205359e-06,-0.06,1.80281149224,False,r,0.0,,8.0,2000.0,,
91,miniseed_c/MVOE_/2000/03/2000-03-19-1429-07S.MVO___019.mseed,False,,0.0,True,2000-03-19-1429-07S.MVO___019,27193.1450648,75.0,0.0,0.330633810567,-1.62457711674,5.45,0.9,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-19-1429-07S.MVO___019.mseed,19.0,False,0.0,253.0,4.43874053702e-11,2000-03-19T14:29:07.040000Z,0.0,14.0,False,1055,0.58,0.0,16.7188888888,3665,-62.2147222222,0.443421637199,-0.754410902036,7.85,29.0,3.0,r,1.49685008579e-06,0.0,10.0,2.76788961972e-07,3.2,3.04124790828e-06,25.76,100.0,31.78,100.0,-4.7701228662e-07,2.68466508067e-06,-1.04787415805e-10,-6.81997557676e-09,-3.04124790828e-06,7.22619474727e-07,7.22582894946e-07,4.63800772609e-07,7.04,19-1429-07L.S200003,3.04124790828e-06,-0.005,2.21827182857,False,r,0.0,,9.0,2000.0,,
92,miniseed_c/MVOE_/2000/03/2000-03-20-1842-54S.MVO___019.mseed,False,,0.0,True,2000-03-20-1842-54S.MVO___019,10042.0977522,75.0,0.0,-0.280258648256,-1.81042341825,4.4,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-20-1842-54S.MVO___019.mseed,20.0,False,0.0,270.0,1.72036169112e-11,2000-03-20T18:42:54.040000Z,0.0,18.0,False,1165,1.695,0.0,16.7130555555,3774,-62.2098611111,0.282461793939,-1.03227971727,6.25,42.0,3.0,r,9.22433745154e-07,0.0,10.0,1.60546264208e-07,1.25,2.31897445773e-06,31.525,100.0,15.45,75.0,-2.52361486255e-07,2.13583394149e-06,-1.45076956427e-09,-1.32367429817e-09,-2.05319167256e-06,4.47042274254e-07,4.47028921407e-07,2.64096802776e-07,54.04,20-1842-54L.S200003,2.31897445773e-06,-0.01,2.46104854562,False,r,0.0,,2.0,2000.0,,
93,miniseed_c/MVOE_/2000/03/2000-03-21-1602-01S.MVO___019.mseed,False,,0.0,True,2000-03-21-1602-01S.MVO___019,6889.61396761,75.0,0.0,-0.658910435691,-2.0835602366,3.95,0.9,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-21-1602-01S.MVO___019.mseed,21.0,False,0.0,352.5,2.00908611625e-11,2000-03-21T16:02:01.040000Z,0.0,16.0,False,1265,1.165,0.0,16.7094444444,3874,-62.2019444444,0.327168664145,-1.14156538303,4.9,2.0,3.0,r,1.23682798347e-06,0.0,10.0,2.63705405509e-07,2.35,2.99730196858e-06,13.39,100.0,15.835,50.0,-3.73896440399e-07,2.93666691127e-06,9.02009988886e-10,3.24768830855e-09,-2.93097364836e-06,6.01033791041e-07,6.01018944143e-07,3.73402901944e-07,1.04,21-1602-01L.S200003,2.99730196858e-06,-0.035,2.18469086381,False,r,0.0,,3.0,2000.0,,
94,miniseed_c/MVOE_/2000/03/2000-03-26-0759-37S.MVO___019.mseed,False,,0.0,True,2000-03-26-0759-37S.MVO___019,5723.57385737,75.0,0.0,-0.609093530179,-2.07253252504,3.9,1.05,808880064.012,True,,miniseed_c/MVOE_/2000/03/2000-03-26-0759-37S.MVO___019.mseed,26.0,False,0.0,253.0,8.20323132181e-12,2000-03-26T07:59:37.040000Z,0.0,7.0,False,1478,3.43,0.0,16.7188888888,4087,-62.2147222222,0.243891130346,-1.20128933013,5.3,59.0,3.0,r,7.91355175784e-07,0.0,10.0,1.61004323798e-07,2.4,1.86844748831e-06,21.36,100.0,14.74,100.0,-1.84750144078e-07,1.83115835474e-06,-5.92944891099e-10,-2.32487329213e-09,-1.75260314386e-06,3.93339676601e-07,3.93308684265e-07,1.88847438677e-07,37.04,26-0759-37L.S200003,1.86844748831e-06,0.075,2.3507016687,False,r,0.0,,1.0,2000.0,,
95,miniseed_c/MVOE_/2000/04/2000-04-05-1524-27S.MVO___019.mseed,False,,0.0,True,2000-04-05-1524-27S.MVO___019,11878.2266935,75.0,0.0,-1.49905032433,-2.61684365562,3.15,0.9,808880064.012,True,,miniseed_c/MVOE_/2000/04/2000-04-05-1524-27S.MVO___019.mseed,5.0,False,0.0,253.0,1.96403602981e-11,2000-04-05T15:24:27.040000Z,0.0,15.0,False,396,1.155,0.0,16.7188888888,4550,-62.2147222222,0.539138237423,-0.98353960123,5.8,24.0,4.0,r,2.32947046055e-06,0.0,10.0,4.19277870979e-07,2.05,3.59383133299e-06,11.98,100.0,10.365,100.0,-4.84749996011e-07,3.59383133299e-06,-2.79858108447e-10,-2.74494412798e-08,-3.12211709055e-06,9.23286006574e-07,9.19745475823e-07,5.24394096714e-07,27.04,05-1524-27L.S200004,3.59383133299e-06,0.095,1.58272208788,False,e,0.0,,1.0,2000.0,,
96,miniseed_c/MVOE_/2000/05/2000-05-09-0329-28S.MVO___019.mseed,False,,0.0,True,2000-05-09-0329-28S.MVO___019,5856.8567086,75.0,0.0,-1.02683574239,-2.28537919064,3.05,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/05/2000-05-09-0329-28S.MVO___019.mseed,9.0,False,0.0,253.0,1.3635199842e-11,2000-05-09T03:29:28.040000Z,0.0,3.0,False,1376,1.165,0.0,16.7188888888,7113,-62.2147222222,0.365233568158,-1.1900998509,7.55,29.0,5.0,r,1.22345109822e-06,0.0,10.0,2.39697776892e-07,1.4,2.72001419325e-06,15.39,100.0,15.46,75.0,-3.44078501387e-07,2.29587531749e-06,1.90530049918e-09,8.85088152371e-09,-2.35099804274e-06,6.1527773591e-07,6.15019162273e-07,3.02818533966e-07,28.04,09-0329-28L.S200005,2.72001419325e-06,-0.05,1.9493083172,False,r,0.0,,1.0,2000.0,,
97,miniseed_c/MVOE_/2000/05/2000-05-12-1946-24S.MVO___019.mseed,False,,0.0,True,2000-05-12-1946-24S.MVO___019,3923.86001884,75.0,0.0,0.321407897298,-1.42889549749,5.35,0.0,808880064.012,True,,miniseed_c/MVOE_/2000/05/2000-05-12-1946-24S.MVO___019.mseed,12.0,False,0.0,301.5,7.51872667035e-12,2000-05-12T19:46:24.040000Z,0.0,19.0,False,1650,0.35,0.0,16.7283333333,7387,-62.2098611111,0.0389169235424,-1.31960109287,7.7,46.0,5.0,r,6.44264743235e-07,0.0,10.0,1.17957666616e-07,2.15,1.33639991306e-06,19.395,100.0,15.5,100.0,-2.26511079215e-07,1.28000256876e-06,-3.83083208259e-10,-9.38973321547e-10,-1.2532774461e-06,3.42241346902e-07,3.42205409439e-07,2.33543618622e-07,24.04,12-1946-24L.S200005,1.33639991306e-06,-0.005,2.05188439548,False,r,0.0,,3.0,2000.0,,
